study	cage	diet	mouse	colonytype	colony	timepoint	Species	Strain	isolation.source	body.part	country	date	plate	location_nooil	timeA_nooil	timeB_nooil	timeC_nooil	timeD_nooil	timeE_nooil	location_oil	timeA_oil	timeB_oil	timeC_oil	timeD_oil	timeE_oil	timeA	timeB	timeC	timeD	timeE	blank_nooil	blank_oil	ph	mouseweight	notes	Gavage	GavageGeneral
AP4	239566	HF	499	nonwhite	C	W10			mouse	SI	north america	10/18/16	plate7	C6	0.086	0.094	0.124	0.272	0.412	C12	0.192	0.111	0.113	0.117	0.118	10:44	12:50	15:44	18:17	19:33	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239566	HF	499	nonwhite	D	W10			mouse	SI	north america	10/18/16	plate7	D6	0.093	0.112	0.206	0.493	0.678	D12	0.204	0.113	0.116	0.119	0.12	10:44	12:50	15:44	18:17	19:33	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239566	HF	499	nonwhite	E	W10			mouse	SI	north america	10/18/16	plate7	E6	0.089	0.107	0.2	0.49	0.664	E12	0.164	0.107	0.109	0.11	0.111	10:44	12:50	15:44	18:17	19:33	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239566	HF	499	nonwhite	F	W10			mouse	SI	north america	10/18/16	plate7	F6	0.092	0.107	0.201	0.455	0.654	F12	0.152	0.105	0.116	0.179	0.255	10:44	12:50	15:44	18:17	19:33	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239566	HF	499	nonwhite	G	W10			mouse	SI	north america	10/18/16	plate7	G6	0.088	0.106	0.175	0.501	0.707	G12	0.145	0.104	0.127	0.24	0.343	10:44	12:50	15:44	18:17	19:33	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239566	HF	499	nonwhite	H	W10			mouse	SI	north america	10/18/16	plate7	H6	0.096	0.112	0.343	0.949	1.187	H12	0.162	0.102	0.128	0.243	0.354	10:44	12:50	15:44	18:17	19:33	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239559	HF	408	nonwhite	E	W10			mouse	SI	north america	10/20/16	plate8	D2	0.093	0.105	0.178	0.522	0.708	D8	0.199	0.121	0.131	0.135	0.137	10:02	12:19	15:23	18:01	19:16	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239559	HF	450	nonwhite	C	W10			mouse	SI	north america	10/20/16	plate8	G3	0.087	0.098	0.137	0.436	0.643	G9	0.195	0.11	0.117	0.125	0.13	10:02	12:19	15:23	18:01	19:16	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239560	LF	403	nonwhite	F	W10			mouse	SI	north america	10/20/16	plate8	B3	0.086	0.096	0.173	0.491	0.651	B9	0.197	0.118	0.115	0.121	0.125	10:02	12:19	15:23	18:01	19:16	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239560	LF	470	nonwhite	E	W10			mouse	SI	north america	10/20/16	plate8	A2	0.085	0.093	0.167	0.503	0.665	A8	0.183	0.115	0.124	0.134	0.14	10:02	12:19	15:23	18:01	19:16	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239560	LF	470	nonwhite	H	W10			mouse	SI	north america	10/20/16	plate8	B2	0.092	0.104	0.175	0.522	0.695	B8	0.21	0.124	0.126	0.135	0.142	10:02	12:19	15:23	18:01	19:16	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239562	LF	459	nonwhite	A	W10			mouse	SI	north america	10/20/16	plate8	A3	0.083	0.094	0.197	0.547	0.683	A9	0.118	0.092	0.111	0.218	0.329	10:02	12:19	15:23	18:01	19:16	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239564	LF	486	nonwhite	E	W10			mouse	SI	north america	10/20/16	plate8	C1	0.092	0.106	0.231	0.592	0.714	C7	0.182	0.114	0.116	0.123	0.126	10:02	12:19	15:23	18:01	19:16	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239564	LF	486	nonwhite	F	W10			mouse	SI	north america	10/20/16	plate8	D1	0.092	0.107	0.195	0.53	0.663	D7	0.236	0.128	0.128	0.135	0.141	10:02	12:19	15:23	18:01	19:16	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239564	LF	486	white	E	W10			mouse	SI	north america	10/20/16	plate8	E3	0.085	0.106	0.34	0.948	1.008	E9	0.141	0.1	0.105	0.108	0.109	10:02	12:19	15:23	18:01	19:16	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239564	LF	486	white	H	W10			mouse	SI	north america	10/20/16	plate8	F3	0.082	0.093	0.184	0.667	0.734	F9	0.15	0.094	0.1	0.105	0.105	10:02	12:19	15:23	18:01	19:16	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239566	HF	499	nonwhite	F	W10			mouse	SI	north america	10/20/16	plate8	H3	0.086	0.106	0.277	0.801	0.882	H9	0.133	0.103	0.117	0.18	0.277	10:02	12:19	15:23	18:01	19:16	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239566	HF	499	nonwhite	G	W10			mouse	SI	north america	10/20/16	plate8	A4	0.088	0.109	0.43	0.822	0.85	A10	0.118	0.094	0.12	0.259	0.44	10:02	12:19	15:23	18:01	19:16	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239566	HF	499	nonwhite	H	W10			mouse	SI	north america	10/20/16	plate8	B4	0.081	0.094	0.241	0.84	0.928	B10	0.17	0.104	0.112	0.118	0.12	10:02	12:19	15:23	18:01	19:16	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239567	LF	473	nonwhite	A	W10			mouse	SI	north america	10/20/16	plate8	C3	0.09	0.099	0.181	0.555	0.751	C9	0.156	0.108	0.124	0.199	0.283	10:02	12:19	15:23	18:01	19:16	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239567	LF	488	nonwhite	A	W10			mouse	SI	north america	10/20/16	plate8	C2	0.091	0.102	0.202	0.617	0.804	C8	0.196	0.122	0.124	0.131	0.136	10:02	12:19	15:23	18:01	19:16	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239567	LF	488	nonwhite	C	W10			mouse	SI	north america	10/20/16	plate8	E2	0.093	0.105	0.268	0.801	0.942	E8	0.139	0.108	0.211	0.655	0.904	10:02	12:19	15:23	18:01	19:16	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239567	LF	488	nonwhite	E	W10			mouse	SI	north america	10/20/16	plate8	F2	0.095	0.102	0.2	0.584	0.774	F8	0.208	0.123	0.129	0.139	0.142	10:02	12:19	15:23	18:01	19:16	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239567	LF	488	nonwhite	G	W10			mouse	SI	north america	10/20/16	plate8	G2	0.094	0.109	0.208	0.617	0.769	G8	0.198	0.127	0.13	0.139	0.141	10:02	12:19	15:23	18:01	19:16	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239567	LF	488	nonwhite	H	W10			mouse	SI	north america	10/20/16	plate8	H2	0.093	0.103	0.196	0.59	0.76	H8	0.147	0.104	0.123	0.244	0.37	10:02	12:19	15:23	18:01	19:16	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239567	LF	488	nonwhite	B	W10			mouse	SI	north america	10/20/16	plate8	D3	0.089	0.108	0.232	0.655	0.839	D9	0.168	0.114	0.128	0.187	0.25	10:02	12:19	15:23	18:01	19:16	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239556	LF	401	nonwhite	B	W10			mouse	SI	north america	10/20/16	plate9	F4	0.085	0.094	0.178	0.556	0.751	F10	0.206	0.114	0.121	0.129	0.132	10:17	12:20	15:25	18:05	19:18	H1, H1	H7, H7	5.35	NA		18_2	oil
AP4	239560	LF	470	white	H	W10			mouse	SI	north america	10/20/16	plate9	C4	0.082	0.109	0.395	0.92	1.119	C10	0.19	0.117	0.123	0.128	0.134	10:17	12:20	15:25	18:05	19:18	H1, H1	H7, H7	5.35	NA		18_2	oil
AP4	239560	LF	470	white	E	W10			mouse	SI	north america	10/20/16	plate9	D4	0.084	0.115	0.458	1.064	1.276	D10	0.22	0.113	0.12	0.13	0.133	10:17	12:20	15:25	18:05	19:18	H1, H1	H7, H7	5.35	NA		18_2	oil
AP4	239560	LF	470	white	D	W10			mouse	SI	north america	10/20/16	plate9	E4	0.081	0.112	0.503	1.158	1.34	E10	0.212	0.106	0.112	0.119	0.122	10:17	12:20	15:25	18:05	19:18	H1, H1	H7, H7	5.35	NA		18_2	oil
AP4	239563	HF	490	white	B	W10			mouse	SI	north america	10/20/16	plate9	G3	0.079	0.109	0.485	1.002	1.245	G9	0.18	0.102	0.123	0.196	0.287	10:17	12:20	15:25	18:05	19:18	H1, H1	H7, H7	5.35	NA		18_2	oil
AP4	239563	HF	490	white	E	W10			mouse	SI	north america	10/20/16	plate9	H3	0.08	0.09	0.196	0.682	0.905	H9	0.181	0.106	0.115	0.122	0.124	10:17	12:20	15:25	18:05	19:18	H1, H1	H7, H7	5.35	NA		18_2	oil
AP4	239563	HF	490	white	F	W10			mouse	SI	north america	10/20/16	plate9	A4	0.088	0.104	0.333	0.765	0.873	A10	0.226	0.125	0.13	0.138	0.142	10:17	12:20	15:25	18:05	19:18	H1, H1	H7, H7	5.35	NA		18_2	oil
AP4	239563	HF	490	white	H	W10			mouse	SI	north america	10/20/16	plate9	B4	0.076	0.091	0.214	0.857	0.998	B10	0.252	0.132	0.13	0.135	0.14	10:17	12:20	15:25	18:05	19:18	H1, H1	H7, H7	5.35	NA		18_2	oil
AP4	239564	LF	486	nonwhite	G	W10			mouse	SI	north america	10/20/16	plate9	C1	0.092	0.105	0.214	0.555	0.688	C7	0.177	0.111	0.113	0.113	0.122	10:17	12:20	15:25	18:05	19:18	H1, H1	H7, H7	5.35	NA		NaCl	
AP4	239564	LF	486	nonwhite	H	W10			mouse	SI	north america	10/20/16	plate9	D1	0.093	0.104	0.23	0.603	0.725	D7	0.107	0.102	0.186	0.548	0.791	10:17	12:20	15:25	18:05	19:18	H1, H1	H7, H7	5.35	NA		NaCl	
AP4	239561	HF	453	white	A	W10			mouse	SI	north america	9/30/16	plateZ	H2	0.111	0.111	0.168	0.368	0.846	H8	0.203	0.13	0.137	0.141	0.114	10:15	3:13	15:22	17:00	18:52	E1, E6	E7, E12	unknown	NA	left in Coy chamber door for 2 hours after initial reading	18_2	oil
AP4	239561	HF	453	white	B	W10			mouse	SI	north america	9/30/16	plateZ	A3	0.109	0.106	0.164	0.354	0.698	A9	0.177	0.122	0.133	0.137	0.141	10:15	3:13	15:22	17:00	18:52	E1, E6	E7, E12	unknown	NA	left in Coy chamber door for 2 hours after initial reading	18_2	oil
AP4	239561	HF	453	white	C	W10			mouse	SI	north america	9/30/16	plateZ	B3	0.112	0.113	0.208	0.487	0.895	B9	0.123	0.114	0.201	0.462	0.758	10:15	3:13	15:22	17:00	18:52	E1, E6	E7, E12	unknown	NA	left in Coy chamber door for 2 hours after initial reading	18_2	oil
AP4	239561	HF	453	white	D	W10			mouse	SI	north america	9/30/16	plateZ	C3	0.113	0.11	0.171	0.34	1.074	C9	0.171	0.123	0.125	0.126	0.126	10:15	3:13	15:22	17:00	18:52	E1, E6	E7, E12	unknown	NA	left in Coy chamber door for 2 hours after initial reading	18_2	oil
AP4	239561	HF	453	white	E	W10			mouse	SI	north america	9/30/16	plateZ	E3	0.1	0.1	0.122	0.05	0.132	E9	0.156	0.109	0.114	0.117	0.12	10:15	3:13	15:22	17:00	18:52	E1, E6	E7, E12	unknown	NA	left in Coy chamber door for 2 hours after initial reading	18_2	oil
AP4	239561	HF	453	white	F	W10			mouse	SI	north america	9/30/16	plateZ	F3	0.113	0.112	0.19	0.479	0.923	F9	0.17	0.125	0.128	0.132	0.139	10:15	3:13	15:22	17:00	18:52	E1, E6	E7, E12	unknown	NA	left in Coy chamber door for 2 hours after initial reading	18_2	oil
AP4	239561	HF	453	white	G	W10			mouse	SI	north america	9/30/16	plateZ	G3	0.111	0.109	0.177	0.28	0.401	G9	0.183	0.132	0.137	0.14	0.141	10:15	3:13	15:22	17:00	18:52	E1, E6	E7, E12	unknown	NA	left in Coy chamber door for 2 hours after initial reading	18_2	oil
AP4	239561	HF	453	white	H	W10			mouse	SI	north america	9/30/16	plateZ	H3	0.116	0.115	0.186	0.428	0.952	H9	0.185	0.126	0.134	0.137	0.134	10:15	3:13	15:22	17:00	18:52	E1, E6	E7, E12	unknown	NA	left in Coy chamber door for 2 hours after initial reading	18_2	oil
AP4	239564	LF	486	white		W10			mouse	SI	north america	9/30/16	plateZ	D3	0.112	0.111	0.128	0.197	0.465	D9	0.157	0.119	0.128	0.164	0.284	10:15	3:13	15:22	17:00	18:52	E1, E6	E7, E12	unknown	NA	left in Coy chamber door for 2 hours after initial reading	NaCl	
AP4	239564	LF	486		A	W10			mouse	SI	north america	9/30/16	plateZ	A6	0.372	0.11	0.138	0.249	0.437	A12	0.151	0.119	0.122	0.129	0.133	10:15	3:13	15:22	17:00	18:52	E1, E6	E7, E12	unknown	NA	left in Coy chamber door for 2 hours after initial reading	NaCl	
AP4	239564	LF	486		B	W10			mouse	SI	north america	9/30/16	plateZ	B6	0.107	0.108	0.153	0.313	0.79	B12	0.204	0.134	0.141	0.15	0.154	10:15	3:13	15:22	17:00	18:52	E1, E6	E7, E12	unknown	NA	left in Coy chamber door for 2 hours after initial reading	NaCl	
AP4	239564	LF	486		C	W10			mouse	SI	north america	9/30/16	plateZ	C6	0.116	0.117	0.192	0.433	0.815	C12	0.154	0.118	0.119	0.123	0.136	10:15	3:13	15:22	17:00	18:52	E1, E6	E7, E12	unknown	NA	left in Coy chamber door for 2 hours after initial reading	NaCl	
AP4	239564	LF	486		D	W10			mouse	SI	north america	9/30/16	plateZ	D6	0.117	0.115	0.193	0.457	1.085	D12	0.193	0.125	0.128	0.131	0.134	10:15	3:13	15:22	17:00	18:52	E1, E6	E7, E12	unknown	NA	left in Coy chamber door for 2 hours after initial reading	NaCl	
AP4	239564	LF	486		E	W10			mouse	SI	north america	9/30/16	plateZ	F6	0.111	0.114	0.176	0.417	0.697	F12	0.148	0.119	0.125	0.126	0.125	10:15	3:13	15:22	17:00	18:52	E1, E6	E7, E12	unknown	NA	left in Coy chamber door for 2 hours after initial reading	NaCl	
AP4	239564	LF	486		F	W10			mouse	SI	north america	9/30/16	plateZ	G6	0.1	0.101	0.102	0.102	0.098	G12	0.141	0.11	0.11	0.11	0.107	10:15	3:13	15:22	17:00	18:52	E1, E6	E7, E12	unknown	NA	left in Coy chamber door for 2 hours after initial reading	NaCl	
AP4	239564	LF	486		GandH	W10			mouse	SI	north america	9/30/16	plateZ	H6	0.108	0.109	0.164	0.31	0.695	H12	0.136	0.117	0.123	0.133	0.158	10:15	3:13	15:22	17:00	18:52	E1, E6	E7, E12	unknown	NA	left in Coy chamber door for 2 hours after initial reading	NaCl	
AP4	239557	LF	477	nonwhite	A	W10			mouse	SI	north america	12/15/16	plate33	A2	0.093	0.095	0.096	0.129	0.152	A8	0.246	0.102	0.099	0.105	0.112	9:56	12:19	17:53	19:54	20:45	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239557	LF	477	nonwhite	B	W10			mouse	SI	north america	12/15/16	plate33	B2	0.093	0.097	0.164	0.297	0.356	B8	0.152	0.099	0.095	0.102	0.102	9:56	12:19	17:53	19:54	20:45	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239557	LF	477	nonwhite	C	W10			mouse	SI	north america	12/15/16	plate33	C2	0.091	0.095	0.114	0.179	0.211	C8	0.232	0.112	0.107	0.111	0.114	9:56	12:19	17:53	19:54	20:45	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239557	LF	477	nonwhite	D	W10			mouse	SI	north america	12/15/16	plate33	D2	0.093	0.097	0.115	0.176	0.217	D8	0.149	0.098	0.104	0.133	0.152	9:56	12:19	17:53	19:54	20:45	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239557	LF	477	nonwhite	E	W10			mouse	SI	north america	12/15/16	plate33	E2	0.089	0.092	0.118	0.207	0.267	E8	0.189	0.107	0.107	0.111	0.112	9:56	12:19	17:53	19:54	20:45	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239557	LF	477	nonwhite	F	W10			mouse	SI	north america	12/15/16	plate33	F2	0.089	0.096	0.104	0.163	0.203	F8	0.201	0.109	0.112	0.115	0.117	9:56	12:19	17:53	19:54	20:45	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239557	LF	477	nonwhite	G	W10			mouse	SI	north america	12/15/16	plate33	G2	0.093	0.096	0.091	0.124	0.145	G8	0.118	0.096	0.112	0.141	0.154	9:56	12:19	17:53	19:54	20:45	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239557	LF	477	nonwhite	H	W10			mouse	SI	north america	12/15/16	plate33	H2	0.091	0.093	0.104	0.166	0.197	H8	0.163	0.097	0.096	0.104	0.112	9:56	12:19	17:53	19:54	20:45	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239558	HF	407	nonwhite	A	W10			mouse	SI	north america	12/15/16	plate33	A3	0.092	0.089	0.094	0.122	0.15	A9	0.166	0.096	0.098	0.116	0.135	9:56	12:19	17:53	19:54	20:45	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239558	HF	407	nonwhite	B	W10			mouse	SI	north america	12/15/16	plate33	B3	0.097	0.097	0.118	0.158	0.186	B9	0.167	0.111	0.112	0.114	0.114	9:56	12:19	17:53	19:54	20:45	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239558	HF	407	nonwhite	C	W10			mouse	SI	north america	12/15/16	plate33	C3	0.094	0.098	0.114	0.182	0.225	C9	0.171	0.099	0.104	0.141	0.158	9:56	12:19	17:53	19:54	20:45	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239558	HF	407	nonwhite	D	W10			mouse	SI	north america	12/15/16	plate33	D3	0.091	0.096	0.111	0.173	0.233	D9	0.173	0.106	0.105	0.109	0.11	9:56	12:19	17:53	19:54	20:45	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239558	HF	407	nonwhite	E	W10			mouse	SI	north america	12/15/16	plate33	E3	0.092	0.099	0.109	0.156	0.197	E9	0.189	0.112	0.113	0.117	0.117	9:56	12:19	17:53	19:54	20:45	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239558	HF	407	nonwhite	F	W10			mouse	SI	north america	12/15/16	plate33	F3	0.093	0.096	0.108	0.148	0.183	F9	0.159	0.099	0.099	0.103	0.105	9:56	12:19	17:53	19:54	20:45	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239558	HF	407	nonwhite	G	W10			mouse	SI	north america	12/15/16	plate33	G3	0.09	0.094	0.091	0.109	0.122	G9	0.167	0.096	0.099	0.102	0.104	9:56	12:19	17:53	19:54	20:45	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239558	HF	407	nonwhite	H	W10			mouse	SI	north america	12/15/16	plate33	H3	0.121	0.099	0.092	0.097	0.1	H9	0.144	0.096	0.092	0.103	0.116	9:56	12:19	17:53	19:54	20:45	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239561	HF	453	nonwhite	A	W10			mouse	SI	north america	12/15/16	plate33	A4	0.092	0.09	0.1	0.13	0.155	A10	0.159	0.101	0.1	0.108	0.11	9:56	12:19	17:53	19:54	20:45	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239561	HF	453	nonwhite	B	W10			mouse	SI	north america	12/15/16	plate33	B4	0.095	0.102	0.123	0.188	0.224	B10	0.191	0.124	0.12	0.128	0.126	9:56	12:19	17:53	19:54	20:45	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239561	HF	453	nonwhite	C	W10			mouse	SI	north america	12/15/16	plate33	C4	0.099	0.102	0.121	0.185	0.224	C10	0.193	0.124	0.122	0.127	0.13	9:56	12:19	17:53	19:54	20:45	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239561	HF	453	nonwhite	D	W10			mouse	SI	north america	12/15/16	plate33	D4	0.096	0.1	0.114	0.174	0.215	D10	0.153	0.119	0.119	0.129	0.134	9:56	12:19	17:53	19:54	20:45	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239561	HF	453	nonwhite	E	W10			mouse	SI	north america	12/15/16	plate33	E4	0.093	0.097	0.119	0.2	0.256	E10	0.149	0.101	0.108	0.141	0.168	9:56	12:19	17:53	19:54	20:45	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239561	HF	453	nonwhite	F	W10			mouse	SI	north america	12/15/16	plate33	F4	0.094	0.094	0.117	0.174	0.213	F10	0.176	0.106	0.106	0.111	0.112	9:56	12:19	17:53	19:54	20:45	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239561	HF	453	nonwhite	G	W10			mouse	SI	north america	12/15/16	plate33	G4	0.095	0.095	0.104	0.161	0.191	G10	0.109	0.095	0.102	0.126	0.14	9:56	12:19	17:53	19:54	20:45	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239561	HF	453	nonwhite	H	W10			mouse	SI	north america	12/15/16	plate33	H4	0.098	0.1	0.168	0.327	0.4	H10	0.17	0.111	0.111	0.122	0.129	9:56	12:19	17:53	19:54	20:45	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239564	LF	405	nonwhite	A	W10			mouse	SI	north america	12/15/16	plate33	A5	0.089	0.088	0.089	0.114	0.132	A11	0.131	0.091	0.099	0.125	0.144	9:56	12:19	17:53	19:54	20:45	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239564	LF	405	nonwhite	B	W10			mouse	SI	north america	12/15/16	plate33	B5	0.094	0.094	0.123	0.159	0.185	B11	0.177	0.111	0.111	0.112	0.11	9:56	12:19	17:53	19:54	20:45	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239564	LF	405	nonwhite	C	W10			mouse	SI	north america	12/15/16	plate33	C5	0.09	0.093	0.11	0.173	0.212	C11	0.181	0.095	0.103	0.139	0.153	9:56	12:19	17:53	19:54	20:45	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239564	LF	405	nonwhite	D	W10			mouse	SI	north america	12/15/16	plate33	D5	0.091	0.092	0.11	0.166	0.206	D11	0.152	0.097	0.104	0.12	0.127	9:56	12:19	17:53	19:54	20:45	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239564	LF	405	nonwhite	E	W10			mouse	SI	north america	12/15/16	plate33	E5	0.062	0.065	0.126	0.292	0.397	E11	0.096	0.101	0.093	0.125	0.14	9:56	12:19	17:53	19:54	20:45	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239564	LF	405	nonwhite	F	W10			mouse	SI	north america	12/15/16	plate33	F5	0.093	0.094	0.094	0.1	0.109	F11	0.11	0.094	0.107	0.108	0.106	9:56	12:19	17:53	19:54	20:45	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239564	LF	405	nonwhite	G	W10			mouse	SI	north america	12/15/16	plate33	G5	0.091	0.092	0.096	0.094	0.108	G11	0.145	0.097	0.095	0.102	0.103	9:56	12:19	17:53	19:54	20:45	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239564	LF	405	nonwhite	H	W10			mouse	SI	north america	12/15/16	plate33	H5	0.092	0.1	0.099	0.137	0.15	H11	0.102	0.09	0.087	0.102	0.113	9:56	12:19	17:53	19:54	20:45	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239563	HF	433	white	A	W10			mouse	SI	north america	12/15/16	plate34	A2	0.444	0.079	0.189	0.189	0.444	A8	0.111	0.103	0.109	0.109	0.111	10:08	12:23	17:54	19:55	20:47	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	NaCl	
